,user_id,bot_proba,verified
302,1265302551806775297,12.95,False
303,917656477,29.73,False
304,1546467223,16.72,False
305,828660961770893315,95.73,False
306,1071057873390747649,55.4,False
307,1192076139868516353,84.79,False
308,1061079112222044161,4.1,False
309,1358513168,6.62,False
310,884567569365180416,10.42,False
311,1661104184,10.73,False
312,29913551,20.45,False
313,301264542,19.57,False
314,815235053626093570,25.89,False
315,3174040131,19.52,False
316,1319009063460622338,52.98,False
317,56228867,41.2,False
318,826289024583266304,26.15,False
319,17326973,3.18,False
320,4184466087,22.51,False
321,363967000,90.17,False
322,1253749095400984577,33.21,False
323,26917980,21.36,False
324,1322896009681346560,43.84,False
325,3400383203,6.03,False
326,1314020205807403009,15.87,False
327,2176522651,18.7,False
328,10773962,4.07,False
329,1280551820671225856,12.91,False
330,768166611031162884,34.74,False
331,887739150,21.24,False
332,120173004,27.64,False
333,805085761,79.03,False
334,799354065310404610,52.38,False
335,74311481,16.24,False
336,1186796538728734721,9.49,False
337,27979114,0.09,True
338,805873898,86.34,False
339,60765961,20.31,False
340,4140858979,4.97,False
341,1579009711,3.88,False
342,1281315681527648261,61.6,False
343,334058574,29.72,False
344,879023353,41.55,False
345,1261597757929709569,6.19,False
346,64718872,4.22,False
347,83929002,91.76,False
348,261355793,31.48,False
349,1249230572964048896,17.77,False
350,707246777515245572,75.6,False
351,16317079,6.03,False
352,1100615603088429057,8.13,False
353,247489053,5.89,False
354,410447768,3.9,False
355,3341107634,44.99,False
356,2849761194,53.25,False
357,64494244,36.26,False
358,840409243375271936,63.46,False
359,1096433574381830145,18.17,False
360,21056862,1.6,True
361,18573178,46.65,False
362,1317491582220800006,71.84,False
363,1091505065192501249,86.2,False
364,2176273934,3.07,False
365,181679709,2.91,False
366,108719347,1.41,False
367,1311375227423727617,14.45,False
368,1211402856089022464,70.39,False
369,930845625985519617,49.76,False
370,111909104,9.77,False
371,41364105,31.51,False
372,326700580,39.04,False
373,89069032,6.29,False
374,1159472845908512768,5.1,False
375,907364079215443968,16.68,False
376,1259906759474286592,2.38,False
377,2250251729,5.89,False
378,3622925112,24.32,False
379,73392630,52.48,False
380,30476326,53.57,False
381,402182653,28.26,False
382,1106980644419239937,6.76,False
383,1311833589403746308,8.35,False
384,1280014513622986752,27.84,False
385,260742355,13.99,False
386,604757123,32.58,False
387,592430055,37.76,False
388,16959983,8.66,False
389,1155538723330777090,26.24,False
390,1173439801577627648,9.02,False
391,213460555,12.98,False
392,26861554,5.52,False
393,613059046,10.49,False
394,759129594880520192,47.52,False
395,1133485857841848320,4.61,False
396,1171412312999288832,5.64,False
397,2787215427,10.4,False
398,917432002437111809,19.94,False
399,500289229,69.41,False
400,2213540755,87.81,False
401,1840457510,34.22,False
402,824171096,2.39,False
403,821029492030377984,19.84,False
404,3158618551,32.22,False
405,898218643888197632,5.2,True
406,97413558,22.9,False
407,1265856064702087168,3.23,False
408,59810886,2.29,False
409,585975481,4.73,False
410,2986724116,32.88,False
411,1201176493,38.86,False
412,27662584,20.05,False
413,1018467771884195840,46.84,False
414,812919639894331392,81.64,False
415,1229203145676320769,97.73,False
416,74333189,5.28,False
417,1102840387977207808,9.63,False
418,16843499,12.7,False
419,1276704778379120642,74.93,False
420,1289794403066937351,52.92,False
421,2380623400,12.14,False
422,1257544806185799680,23.68,False
423,18996956,7.9,False
424,102795571,41.19,False
425,1253818448410316802,74.49,False
426,1290427170872066053,7.96,False
427,1201662807860756480,7.68,False
428,758569471351070720,30.0,False
429,277524205,16.54,False
430,1247962815035510784,16.85,False
431,2984561427,6.73,False
432,44748304,11.43,False
433,3084606262,12.7,False
434,3118685825,76.99,False
435,1274357130427056129,97.75,False
436,16458709,1.04,False
437,195645207,11.63,False
438,590492871,56.29,False
439,615915855,13.7,False
440,868547023443816449,4.77,False
441,864861490221907972,30.18,False
442,163550391,19.82,False
443,1309963865472430081,29.45,False
444,155685881,11.13,False
445,91734908,82.83,False
446,1226304495027675136,3.9,False
447,3320693225,82.1,False
448,756279276417093632,5.1,False
449,1599105583,15.77,False
450,382691414,12.57,False
451,1187501532,31.98,False
452,3065257872,2.6,False
453,3331500659,5.02,False
454,303796575,64.79,False
455,1581092774,37.42,False
456,1154413598925631489,76.02,False
457,1024650949049176064,48.19,False
458,44728980,66.74,True
459,1265201460859592705,14.26,False
460,1308046358427901953,9.12,False
461,21480098,16.56,False
462,2763140335,49.8,False
463,29473420,26.64,False
464,744751797122674688,68.25,False
465,1551074582,35.91,False
466,1254490998371233804,21.87,False
467,1924847064,52.25,False
468,1304591692536991752,96.93,False
469,1007946701385228288,82.48,False
470,18918917,3.58,False
471,983374181789290496,95.5,False
472,1040081969047060480,8.35,False
473,1297348896620912640,62.2,False
474,510981082,30.64,False
475,587069660,3.65,False
476,948444168,7.66,False
477,1178445725585346560,3.02,False
478,1126614766858985473,5.39,False
479,1237790949226536965,8.41,False
480,1159588970797457409,2.24,False
481,1488611354,16.7,False
482,3045610647,51.11,False
483,15106784,0.66,True
484,1298979317012221952,18.58,False
485,835956565815390209,36.69,False
486,24934572,2.75,False
487,899571956,70.81,False
488,1296960123496062976,13.94,False
489,1058103321121165313,24.87,False
490,1291257183758254081,15.75,False
491,1070085587837874176,50.09,False
492,1125543058613985281,0.94,False
493,15975081,0.24,True
494,1101524043335958528,15.59,False
495,757519351163547648,75.61,False
496,3219744529,40.69,False
497,1146249266605776896,7.18,False
498,558984629,54.24,False
499,44973894,3.29,False
500,382836645,4.6,False
501,50170302,95.54,False
502,981359958468935680,17.1,False
503,2840148388,28.71,False
504,14741087,10.01,False
505,1231188519927697408,51.98,False
506,296378498,20.14,False
507,37535588,1.9,False
508,1303564900451532800,35.02,False
509,809479355218804737,19.87,False
510,3269320866,7.34,False
511,283880259,15.13,False
512,2185680956,93.5,False
513,771052892572651520,24.21,False
514,20702508,5.0,False
515,2222556299,4.7,False
516,69156794,34.14,False
517,37100216,10.43,False
518,1001217620283219968,2.58,False
519,98161549,31.56,False
520,2590084129,40.21,False
521,4028989152,7.56,False
522,718874365815861249,6.59,False
523,904895055076478976,4.0,False
524,797466618049822722,10.86,False
525,1275524470904668160,2.32,False
526,337175830,15.56,False
527,1090329114827878400,4.54,False
528,1023791437417275394,50.12,False
529,1122061632224550912,92.39,False
530,1220490158656671745,31.95,False
531,2161005588,12.55,False
532,3911961377,86.61,False
533,3124442283,11.63,False
534,359512877,92.07,False
535,1267950398872133639,54.21,False
536,218148636,84.38,False
537,24320587,1.06,False
538,859109706278858753,23.61,False
539,203718874,39.21,False
540,17742810,14.48,False
541,20442002,0.83,True
542,1292619538970939398,84.15,False
543,1321966961501315073,12.27,False
544,1200973094883676160,6.01,False
545,1110239603196256256,78.17,False
546,1055551324287369216,9.75,False
547,916075489789345792,46.59,False
548,1284866944806596608,32.91,False
549,1046176148152090624,43.61,False
550,19753011,1.72,False
551,3073232673,12.64,False
552,1320724518155898880,56.36,False
553,104334135,2.12,False
554,2996493962,13.1,False
555,861789980791910400,86.54,False
556,18232086,2.72,False
557,236510609,7.97,False
558,331865132,29.56,False
559,22230602,2.45,False
560,1250226805069537283,29.46,False
561,48842028,11.59,False
562,1043041280647806976,31.63,False
563,1244720394948562946,19.61,False
564,1224119591657492482,3.85,False
565,764990156101259264,8.47,False
566,262079926,11.17,False
567,36717939,2.88,False
568,3283109630,19.6,False
569,324747611,38.65,False
570,25363146,10.84,False
571,1321158118101946375,77.01,False
572,1902635982,70.68,False
573,923658403087634434,7.12,False
574,1197244205094957056,76.44,False
575,1058128168211660800,13.12,False
576,780108938,22.09,False
577,898688490682159105,85.47,False
578,36682352,2.82,False
579,1307261775465738240,55.54,False
580,760554043,9.64,False
581,1250611819120594944,61.19,False
582,1289037370709467137,7.56,False
583,1004873056697896960,3.81,False
584,1243032504325603331,21.97,False
585,174144887,1.98,True
586,1296600697362759682,5.69,False
587,733383047442247680,68.24,False
588,193933190,10.89,False
589,1289636829604524033,23.42,False
590,483332889,4.39,False
591,3890854877,11.68,False
592,161566176,2.51,False
593,1063509741895340032,19.98,False
594,2802897433,5.14,False
595,1227607522724470787,22.81,False
596,3278075011,24.09,False
597,1081822977979641861,10.13,False
598,1303022525228756992,71.77,False
599,973387967300620290,0.28,True
600,374543882,19.37,False
601,70847826,68.32,False
602,3316522387,2.11,False
603,528365292,41.46,False
604,799775704007065600,26.35,False
605,621219409,5.24,False
606,628500850,90.02,False
607,26432872,1.75,False
608,121544801,1.05,False
609,592842109,11.61,False
610,1246935348434948097,26.71,False
611,21398888,8.37,False
612,144373355,19.13,False
613,848753056451895297,68.53,False
614,3047275454,24.15,False
615,914250936528326656,5.67,False
616,3718035134,4.51,False
617,1296176085877456896,12.46,False
618,947941732661870592,7.29,False
619,50823580,24.64,False
620,788852055406444548,30.86,False
621,462216280,37.75,False
622,38489121,9.28,False
623,165242408,9.61,False
624,19433698,21.93,False
625,2369752802,4.77,False
626,106395721,17.47,False
627,27559532,2.64,False
628,1265810983567659008,17.15,False
629,341742525,4.59,False
630,196398657,19.31,False
631,242302575,14.15,False
632,4702596595,59.27,False
633,940053815788691456,26.29,False
634,1161549223,11.3,False
635,2865134009,9.89,False
636,1198268972061343745,7.45,False
637,33458431,20.97,False
638,18299467,6.64,False
639,383379141,31.19,False
640,55237146,11.78,False
641,1313050262333018112,37.61,False
642,317837033,1.22,False
643,484452217,16.36,False
644,880474475829055489,57.58,False
645,1167775229109837825,43.92,False
646,929107526804701185,13.07,False
647,2236254497,26.49,False
648,3044668917,7.01,False
649,1321932273453834241,17.73,False
650,802259603614498816,5.73,False
651,1128340372009226243,5.13,False
652,1267929885265231873,69.62,False
653,1058550016489467910,35.62,False
654,766538422534012928,84.24,False
655,1073358839624466432,36.13,False
656,910867540255133698,2.3,False
657,1281364931917557762,5.52,False
658,204927537,27.8,False
659,2667570786,32.28,False
660,805190485568528384,92.82,False
661,1306619875058737154,8.92,False
662,1323289809692053504,71.59,False
663,1420852165,7.95,False
664,1160356387,16.88,False
665,2785580659,34.5,False
666,20219849,5.27,False
667,24608381,27.22,False
668,1162493241272520706,3.99,False
669,57500061,1.15,False
670,132896367,6.85,False
671,377675745,53.95,False
672,1238507499969556480,70.7,False
673,1298530149382619136,81.01,False
674,748317154789855232,4.37,False
675,1251008969231028224,17.7,False
676,1038249403482427392,3.25,False
677,427768853,4.03,False
678,89361931,6.99,False
679,14870533,48.78,False
680,42701732,38.27,False
681,84991369,62.62,False
682,763256826209062912,27.9,False
683,1053491388,32.41,False
684,400147516,4.34,False
685,473748290,33.68,False
686,2955424379,69.12,False
687,4406316747,93.28,False
688,1322906876057628674,7.42,False
689,898500480078274560,33.04,False
690,3919150883,13.84,False
691,1275165621735452672,15.33,False
692,821870225112993792,3.59,False
693,1270894015261618180,1.39,False
694,2681292504,9.42,False
695,279606409,13.99,False
696,296915285,11.25,False
697,23224588,39.44,False
698,999695973591998466,9.12,False
699,277018759,12.51,False
700,1238701149659615235,15.83,False
701,285394879,7.06,False
702,893464961560838144,30.38,False
703,54582825,2.25,False
704,287880190,21.63,False
705,746112895885283329,22.58,False
706,1243247157244764160,25.49,False
707,1290685715815309313,6.66,False
708,1235966632188657664,37.41,False
709,1432189616,10.95,False
710,790641532671959040,3.22,False
711,2432780016,6.67,False
712,139383940,4.16,False
713,703427430204121088,6.42,False
714,27594282,3.69,False
715,1211081332756901888,17.75,False
716,1216148701699244037,25.83,False
717,525044952,76.63,False
718,107429408,6.46,False
719,30875292,6.76,False
720,2883458831,55.53,False
721,1079606460613414912,7.42,False
722,1088653978261311488,54.08,False
723,2508800368,19.81,False
724,1221038481625042944,10.99,False
725,761559887415476224,9.75,False
726,2311754208,54.42,False
727,2476227944,6.1,False
728,800724248696274945,68.91,False
729,19745059,7.07,False
730,2728317744,20.27,False
731,1145926650279936007,5.27,False
732,2173135652,22.58,False
733,486825493,11.37,False
734,1104216005486747648,11.7,False
735,931077184747270144,90.42,False
736,20396546,3.0,False
737,1012387779580452866,18.33,False
738,1057503831452540930,21.79,False
739,951625278316601344,11.84,False
740,1047594399587287040,11.96,False
741,43896518,3.24,False
742,1245182110064939010,1.87,False
743,923532573388701696,48.72,False
744,1277274660204351488,1.66,False
745,1321817398303928325,2.58,False
746,2887224675,16.26,False
747,142452831,26.61,False
748,874746357449465856,27.09,False
749,867519578032689152,9.29,False
750,3765945335,23.45,False
751,614510226,22.26,False
752,34639484,73.22,True
753,1237707601414103040,11.85,False
754,722091091437232128,21.07,False
755,3196492637,5.1,False
756,21027454,5.9,False
757,1191394002756485120,25.21,False
758,3060611283,60.72,False
759,1310936283712282625,49.27,False
760,559797589,15.49,False
761,1034630615218442240,7.72,False
762,2493522534,3.18,False
763,813501075315638272,32.49,False
764,1099436809,35.2,False
765,1461808002,69.41,False
766,2423907489,3.29,False
767,1863741757,54.38,False
768,1262994239291396098,23.56,False
769,714296498868133888,20.89,False
770,3236213368,4.95,False
771,815672161327312896,21.74,False
772,713768313180950528,17.21,False
773,1882232418,52.59,False
774,40949324,34.63,False
775,364878990,24.11,False
776,2244706798,18.0,False
777,861729577818664961,39.2,False
778,3177009068,2.59,False
779,249721328,5.54,False
780,2772901864,11.44,False
781,2936945615,70.93,False
782,992188848770822145,3.82,False
783,2617596283,28.21,False
784,51776536,64.74,False
785,25790437,5.3,False
786,315474153,31.77,False
787,2475407894,3.09,True
788,1254895741690163200,46.72,False
789,415142756,3.07,False
790,1335059035,25.92,False
791,2259260936,4.96,False
792,303525188,4.58,False
793,978307014605639680,89.48,False
794,1270148669371609088,1.81,False
795,1460958716,17.32,False
796,1548506839,26.26,False
797,1076256681334632448,29.53,False
798,704481484858658816,8.25,False
799,1323229114111844353,43.67,False
800,709103640062066688,60.35,False
801,1300177071071690753,50.96,False
802,1308162986998026240,42.26,False
803,4319693115,25.03,False
804,2291120303,75.57,False
805,863987849921794048,3.38,False
806,3991537240,97.67,False
807,139596582,2.87,False
808,2391934999,5.12,False
809,3122854931,8.54,False
810,1262830448176234497,5.2,False
811,1275811200157257731,17.98,False
812,1267828821945794561,2.08,False
813,30500949,50.11,False
814,1296152764280709121,72.22,False
815,31169435,18.26,False
816,2863437856,5.7,False
817,1074684438,3.49,False
818,1220666858849869824,33.41,False
819,1302822601950023680,4.39,False
820,3060306388,5.79,False
821,1125955838521303040,2.78,False
822,1061410712831045632,5.17,False
823,1311862962903298049,94.68,False
824,1313634833386672128,79.88,False
825,1337922428,11.75,False
826,49478496,5.21,False
827,1233795236847026176,26.81,False
828,15530713,3.1,False
829,1087520123089575937,5.29,False
830,2171141389,16.59,False
831,386878542,0.87,False
832,3589010426,50.07,False
833,253182943,39.07,False
834,979005030803165186,5.81,False
835,2413326030,7.94,False
836,238692728,6.86,False
837,826181871067394049,51.01,False
838,1288081029836742659,2.09,False
839,35066027,69.22,False
840,1003130904,20.71,False
841,94474455,13.03,False
842,1284347160583114752,22.02,False
843,402420903,7.15,False
844,525001291,4.16,False
845,85484427,17.1,False
846,378228848,0.37,True
847,799566422,8.54,False
848,80862593,13.12,False
849,1017952530209300481,31.53,False
850,1303210891073130496,7.5,False
851,2610558030,38.06,False
852,48830737,52.05,False
853,512873011,2.67,False
854,1308565574822264833,7.5,False
855,946908204,8.73,False
856,1218981531097751552,3.89,False
857,1036980525934632960,47.86,False
858,769695245957300228,95.36,False
859,1283159155059163136,7.23,False
860,1220785861417209857,13.06,False
861,4895201112,21.96,False
862,763010814844424192,29.08,False
863,83430998,10.83,False
864,57814397,5.05,False
865,1298992017444225025,29.06,False
866,988108923235459072,13.06,False
867,954882087772975105,23.65,False
868,1264763338518454272,11.12,False
869,735832062,10.33,False
870,976916627844313088,11.3,False
871,3096810372,20.99,False
872,1236332545635225600,33.21,False
873,807410363377520641,2.71,False
874,1182599663381336064,27.44,False
875,2757568734,3.89,False
876,64701125,0.43,True
877,1139879502694060037,15.33,False
878,296909317,8.91,False
879,1241952837778591745,3.75,False
880,222976397,3.27,False
881,10399172,1.85,False
882,74146708,4.16,False
883,1051878051687133185,3.15,False
884,29417517,5.08,False
885,22137922,27.98,False
886,1246089561048076291,15.41,False
887,822896066957807617,29.05,False
888,773108019878133764,71.98,False
889,3115631222,4.44,False
890,854112076813520897,24.27,False
891,1034197062546595840,2.06,False
892,1227613141196005376,7.7,False
893,875512915,16.17,False
894,922111490009812992,71.44,False
895,1281670984542695425,22.74,False
896,83396818,9.52,False
897,712510279616217088,32.65,False
898,69764635,7.34,False
899,964653063066669056,25.78,False
900,284799407,15.94,False
901,162563647,68.1,False
902,505063314,2.32,False
903,812100215444422656,3.33,False
904,856652395694182402,48.12,False
905,1041442203854352384,2.78,False
906,888111905495064576,8.87,False
907,1103152945,17.91,False
908,3287857734,17.6,False
909,911628552,4.76,False
910,3379310782,13.92,False
911,867819179151413248,3.38,False
912,2245788799,45.07,False
913,2427685138,9.59,False
914,45823214,6.23,False
915,42268320,5.08,False
916,346731243,18.14,False
917,1240449863617142786,22.26,False
918,260223051,73.54,False
919,969338983980371969,26.52,False
920,2510065527,95.36,False
921,16560853,11.78,False
922,833348741696479233,55.91,False
923,21382697,0.9,True
924,265213242,79.24,False
925,2208908697,21.14,False
926,92007846,26.84,False
927,1315670419119247361,47.77,False
928,1318344030376349696,30.06,False
929,569203466,17.91,False
930,610441821,38.98,False
931,2842801283,47.62,False
932,239281184,11.26,False
933,483986206,59.34,False
934,1112217411095330816,7.09,False
935,223647062,5.37,False
936,934210591186661378,10.74,False
937,42233548,4.21,False
938,219115571,71.78,False
939,1079624037687590912,3.21,False
940,43699571,4.01,False
941,500361035,3.66,False
942,549671692,19.99,False
943,269581329,5.51,False
944,863163460871499778,17.16,False
945,1244018935361568769,43.21,False
946,487394203,16.8,False
947,472973268,5.73,False
948,1234381916557791232,3.25,False
949,1045471323571589121,94.78,False
950,786700796494839810,21.02,False
951,1156256884644597761,11.14,False
952,703646469643964420,51.97,False
953,991064528376008704,25.85,False
954,96157026,9.95,False
955,1057379539721076737,1.57,False
956,192000291,55.3,False
957,341624029,27.74,False
958,461259699,12.02,False
959,264234073,45.19,False
960,216079596,11.88,False
961,1207696515336155143,59.59,False
962,1321047314358804482,14.13,False
963,1260083665398308864,9.02,False
964,26425847,11.3,False
965,2255840077,5.41,False
966,798710130946621440,20.17,False
967,939625754920448000,2.15,False
968,262784980,16.2,False
969,3057861142,40.73,False
970,593991500,5.2,False
971,186508008,42.89,False
972,347648810,2.8,False
973,1193850712234397698,1.03,False
974,737458865818767360,63.82,False
975,1286335808601878528,13.45,False
976,1282907169017520128,3.79,False
977,1378143456,3.32,False
978,426630178,39.26,False
979,1275607566643531777,30.12,False
980,779520798830714880,9.78,False
981,1083821283442348034,52.51,False
982,1316273972716085253,9.06,False
983,20956936,0.35,True
984,2971987828,4.92,False
985,187380554,2.1,False
986,770784236638961665,23.62,False
987,1296890704652894212,95.97,False
988,212056045,2.18,False
989,895950564,1.93,False
990,27188152,3.63,False
991,1255812406225317893,66.05,False
992,1304432037324087298,43.7,False
993,1253622312634638337,52.34,False
994,83445531,,
995,108277226,55.28,False
996,1106726068772311045,5.35,False
997,196298902,12.76,False
998,995163837153202176,2.45,False
999,400421942,6.6,False
1000,1213655221370417152,14.03,False
1001,2961464416,21.41,False
1002,1398208549,22.75,False
1003,612231286,22.54,False
1004,80891060,33.97,False
1005,1046110358488920064,14.86,False
1006,35607928,7.32,False
1007,16498948,3.67,False
1008,15527119,16.19,False
